PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Deck,CabinKnown,FamilySize,IsAlone,TicketGroupSize,FarePerPerson
339,1,3,male,45.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
340,0,1,male,45.0,0,0,35.5,S,Mr,T,1,1,1,1,35.5
341,1,2,male,2.0,1,1,26.0,S,Master,F,1,3,0,3,8.666666666666666
343,0,2,male,28.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
344,0,2,male,25.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
345,0,2,male,36.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
346,1,2,female,24.0,0,0,13.0,S,Miss,F,1,1,1,1,13.0
347,1,2,female,40.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
348,1,3,female,31.0,1,0,16.1,S,Mrs,Unknown,0,2,0,1,16.1
349,1,3,male,3.0,1,1,15.9,S,Master,Unknown,0,3,0,2,7.95
350,0,3,male,42.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
351,0,3,male,23.0,0,0,9.225,S,Mr,Unknown,0,1,1,1,9.225
352,0,1,male,40.0,0,0,35.0,S,Mr,C,1,1,1,1,35.0
353,0,3,male,15.0,1,1,7.2292,C,Mr,Unknown,0,3,0,1,7.2292
354,0,3,male,25.0,1,0,17.8,S,Mr,Unknown,0,2,0,2,8.9
355,0,3,male,26.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
356,0,3,male,28.0,0,0,9.5,S,Mr,Unknown,0,1,1,1,9.5
357,1,1,female,22.0,0,1,55.0,S,Miss,E,1,2,0,2,27.5
358,0,2,female,38.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
359,1,3,female,18.0,0,0,7.8792,Q,Miss,Unknown,0,1,1,1,7.8792
360,1,3,female,18.0,0,0,7.8792,Q,Miss,Unknown,0,1,1,1,7.8792
361,0,3,male,40.0,1,4,27.9,S,Mr,Unknown,0,6,0,6,4.6499999999999995
362,0,2,male,29.0,1,0,27.7208,C,Mr,Unknown,0,2,0,1,27.7208
363,0,3,female,45.0,0,1,14.4542,C,Mrs,Unknown,0,2,0,2,7.2271
364,0,3,male,35.0,0,0,7.05,S,Mr,Unknown,0,1,1,1,7.05
365,0,3,male,26.0,1,0,15.5,Q,Mr,Unknown,0,2,0,2,7.75
366,0,3,male,30.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
367,1,1,female,60.0,1,0,75.25,C,Mrs,D,1,2,0,1,75.25
368,1,3,female,31.0,0,0,7.2292,C,Mrs,Unknown,0,1,1,1,7.2292
369,1,3,female,18.0,0,0,7.75,Q,Miss,Unknown,0,1,1,1,7.75
370,1,1,female,24.0,0,0,69.3,C,Mrs,B,1,1,1,2,34.65
371,1,1,male,25.0,1,0,55.4417,C,Mr,E,1,2,0,1,55.4417
372,0,3,male,18.0,1,0,6.4958,S,Mr,Unknown,0,2,0,1,6.4958
373,0,3,male,19.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
375,0,3,female,3.0,3,1,21.075,S,Miss,Unknown,0,5,0,4,5.26875
376,1,1,female,40.0,1,0,82.1708,C,Mrs,Unknown,0,2,0,2,41.0854
377,1,3,female,22.0,0,0,7.25,S,Miss,Unknown,0,1,1,1,7.25
379,0,3,male,20.0,0,0,4.0125,C,Mr,Unknown,0,1,1,1,4.0125
380,0,3,male,19.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
382,1,3,female,1.0,0,2,15.7417,C,Miss,Unknown,0,3,0,2,7.87085
383,0,3,male,32.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
384,1,1,female,35.0,1,0,52.0,S,Mrs,Unknown,0,2,0,2,26.0
385,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
386,0,2,male,18.0,0,0,73.5,S,Mr,Unknown,0,1,1,5,14.7
387,0,3,male,1.0,5,2,46.9,S,Master,Unknown,0,8,0,6,7.816666666666666
388,1,2,female,36.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
389,0,3,male,26.0,0,0,7.7292,Q,Mr,Unknown,0,1,1,1,7.7292
390,1,2,female,17.0,0,0,12.0,C,Miss,Unknown,0,1,1,1,12.0
392,1,3,male,21.0,0,0,7.7958,S,Mr,Unknown,0,1,1,1,7.7958
393,0,3,male,28.0,2,0,7.925,S,Mr,Unknown,0,3,0,1,7.925
395,1,3,female,24.0,0,2,16.7,S,Mrs,G,1,3,0,2,8.35
396,0,3,male,22.0,0,0,7.7958,S,Mr,Unknown,0,1,1,1,7.7958
397,0,3,female,31.0,0,0,7.8542,S,Miss,Unknown,0,1,1,1,7.8542
398,0,2,male,46.0,0,0,26.0,S,Mr,Unknown,0,1,1,2,13.0
399,0,2,male,23.0,0,0,10.5,S,Rare,Unknown,0,1,1,1,10.5
400,1,2,female,28.0,0,0,12.65,S,Mrs,Unknown,0,1,1,1,12.65
401,1,3,male,39.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
402,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
403,0,3,female,21.0,1,0,9.825,S,Miss,Unknown,0,2,0,1,9.825
404,0,3,male,28.0,1,0,15.85,S,Mr,Unknown,0,2,0,2,7.925
405,0,3,female,20.0,0,0,8.6625,S,Miss,Unknown,0,1,1,1,8.6625
406,0,2,male,34.0,1,0,21.0,S,Mr,Unknown,0,2,0,1,21.0
407,0,3,male,51.0,0,0,7.75,S,Mr,Unknown,0,1,1,1,7.75
408,1,2,male,3.0,1,1,18.75,S,Master,Unknown,0,3,0,3,6.25
409,0,3,male,21.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
410,0,3,female,18.0,3,1,25.4667,S,Miss,Unknown,0,5,0,4,6.366675
411,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
412,0,3,male,26.0,0,0,6.8583,Q,Mr,Unknown,0,1,1,1,6.8583
413,1,1,female,33.0,1,0,90.0,Q,Miss,C,1,2,0,2,45.0
414,0,2,male,31.0,0,0,0.0,S,Mr,Unknown,0,1,1,3,0.0
415,1,3,male,44.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
416,0,3,female,31.0,0,0,8.05,S,Mrs,Unknown,0,1,1,1,8.05
417,1,2,female,34.0,1,1,32.5,S,Mrs,Unknown,0,3,0,1,32.5
418,1,2,female,18.0,0,2,13.0,S,Miss,Unknown,0,3,0,1,13.0
419,0,2,male,30.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
420,0,3,female,10.0,0,2,24.15,S,Miss,Unknown,0,3,0,3,8.049999999999999
421,0,3,male,26.0,0,0,7.8958,C,Mr,Unknown,0,1,1,1,7.8958
422,0,3,male,21.0,0,0,7.7333,Q,Mr,Unknown,0,1,1,1,7.7333
423,0,3,male,29.0,0,0,7.875,S,Mr,Unknown,0,1,1,1,7.875
424,0,3,female,28.0,1,1,14.4,S,Mrs,Unknown,0,3,0,2,7.2
425,0,3,male,18.0,1,1,20.2125,S,Mr,Unknown,0,3,0,2,10.10625
426,0,3,male,26.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
427,1,2,female,28.0,1,0,26.0,S,Mrs,Unknown,0,2,0,1,26.0
428,1,2,female,19.0,0,0,26.0,S,Miss,Unknown,0,1,1,2,13.0
429,0,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
430,1,3,male,32.0,0,0,8.05,S,Mr,E,1,1,1,1,8.05
431,1,1,male,28.0,0,0,26.55,S,Mr,C,1,1,1,1,26.55
432,1,3,female,31.0,1,0,16.1,S,Mrs,Unknown,0,2,0,2,8.05
433,1,2,female,42.0,1,0,26.0,S,Mrs,Unknown,0,2,0,1,26.0
434,0,3,male,17.0,0,0,7.125,S,Mr,Unknown,0,1,1,1,7.125
435,0,1,male,50.0,1,0,55.9,S,Mr,E,1,2,0,2,27.95
437,0,3,female,21.0,2,2,34.375,S,Miss,Unknown,0,5,0,4,8.59375
438,1,2,female,24.0,2,3,18.75,S,Mrs,Unknown,0,6,0,3,6.25
440,0,2,male,31.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
441,1,2,female,45.0,1,1,26.25,S,Mrs,Unknown,0,3,0,3,8.75
442,0,3,male,20.0,0,0,9.5,S,Mr,Unknown,0,1,1,1,9.5
443,0,3,male,25.0,1,0,7.775,S,Mr,Unknown,0,2,0,1,7.775
444,1,2,female,28.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
445,1,3,male,26.0,0,0,8.1125,S,Mr,Unknown,0,1,1,1,8.1125
446,1,1,male,4.0,0,2,81.8583,S,Master,A,1,3,0,1,81.8583
447,1,2,female,13.0,0,1,19.5,S,Miss,Unknown,0,2,0,2,9.75
448,1,1,male,34.0,0,0,26.55,S,Mr,Unknown,0,1,1,1,26.55
449,1,3,female,5.0,2,1,19.2583,C,Miss,Unknown,0,4,0,4,4.814575
450,1,1,male,52.0,0,0,30.5,S,Rare,C,1,1,1,1,30.5
451,0,2,male,36.0,1,2,27.75,S,Mr,Unknown,0,4,0,3,9.25
452,0,3,male,26.0,1,0,19.9667,S,Mr,Unknown,0,2,0,1,19.9667
453,0,1,male,30.0,0,0,27.75,C,Mr,C,1,1,1,1,27.75
454,1,1,male,49.0,1,0,89.1042,C,Mr,C,1,2,0,2,44.5521
455,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
456,1,3,male,29.0,0,0,7.8958,C,Mr,Unknown,0,1,1,1,7.8958
457,0,1,male,65.0,0,0,26.55,S,Mr,E,1,1,1,1,26.55
458,1,1,female,40.0,1,0,51.8625,S,Mrs,D,1,2,0,1,51.8625
459,1,2,female,50.0,0,0,10.5,S,Miss,Unknown,0,1,1,1,10.5
460,0,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
461,1,1,male,48.0,0,0,26.55,S,Mr,E,1,1,1,1,26.55
462,0,3,male,34.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
463,0,1,male,47.0,0,0,38.5,S,Mr,E,1,1,1,1,38.5
464,0,2,male,48.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
465,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
466,0,3,male,38.0,0,0,7.05,S,Mr,Unknown,0,1,1,1,7.05
467,0,2,male,31.0,0,0,0.0,S,Mr,Unknown,0,1,1,3,0.0
468,0,1,male,56.0,0,0,26.55,S,Mr,Unknown,0,1,1,1,26.55
469,0,3,male,26.0,0,0,7.725,Q,Mr,Unknown,0,1,1,1,7.725
470,1,3,female,0.75,2,1,19.2583,C,Miss,Unknown,0,4,0,4,4.814575
471,0,3,male,26.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
472,0,3,male,38.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
473,1,2,female,33.0,1,2,27.75,S,Mrs,Unknown,0,4,0,3,9.25
474,1,2,female,23.0,0,0,13.7917,C,Mrs,D,1,1,1,1,13.7917
475,0,3,female,22.0,0,0,9.8375,S,Miss,Unknown,0,1,1,1,9.8375
476,0,1,male,40.0,0,0,52.0,S,Mr,A,1,1,1,2,26.0
477,0,2,male,34.0,1,0,21.0,S,Mr,Unknown,0,2,0,2,10.5
478,0,3,male,29.0,1,0,7.0458,S,Mr,Unknown,0,2,0,1,7.0458
479,0,3,male,22.0,0,0,7.5208,S,Mr,Unknown,0,1,1,1,7.5208
480,1,3,female,2.0,0,1,12.2875,S,Miss,Unknown,0,2,0,1,12.2875
481,0,3,male,9.0,5,2,46.9,S,Master,Unknown,0,8,0,6,7.816666666666666
482,0,2,male,31.0,0,0,0.0,S,Mr,Unknown,0,1,1,1,0.0
483,0,3,male,50.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
484,1,3,female,63.0,0,0,9.5875,S,Mrs,Unknown,0,1,1,1,9.5875
485,1,1,male,25.0,1,0,91.0792,C,Mr,B,1,2,0,2,45.5396
486,0,3,female,18.0,3,1,25.4667,S,Miss,Unknown,0,5,0,4,6.366675
487,1,1,female,35.0,1,0,90.0,S,Mrs,C,1,2,0,2,45.0
488,0,1,male,58.0,0,0,29.7,C,Mr,B,1,1,1,1,29.7
489,0,3,male,30.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
490,1,3,male,9.0,1,1,15.9,S,Master,Unknown,0,3,0,2,7.95
491,0,3,male,26.0,1,0,19.9667,S,Mr,Unknown,0,2,0,1,19.9667
492,0,3,male,21.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
493,0,1,male,55.0,0,0,30.5,S,Mr,C,1,1,1,1,30.5
494,0,1,male,71.0,0,0,49.5042,C,Mr,Unknown,0,1,1,1,49.5042
495,0,3,male,21.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
496,0,3,male,26.0,0,0,14.4583,C,Mr,Unknown,0,1,1,2,7.22915
497,1,1,female,54.0,1,0,78.2667,C,Miss,D,1,2,0,2,39.13335
498,0,3,male,26.0,0,0,15.1,S,Mr,Unknown,0,1,1,1,15.1
500,0,3,male,24.0,0,0,7.7958,S,Mr,Unknown,0,1,1,1,7.7958
501,0,3,male,17.0,0,0,8.6625,S,Mr,Unknown,0,1,1,1,8.6625
502,0,3,female,21.0,0,0,7.75,Q,Miss,Unknown,0,1,1,1,7.75
503,0,3,female,18.0,0,0,7.6292,Q,Miss,Unknown,0,1,1,1,7.6292
504,0,3,female,37.0,0,0,9.5875,S,Miss,Unknown,0,1,1,1,9.5875
505,1,1,female,16.0,0,0,86.5,S,Miss,B,1,1,1,3,28.833333333333332
507,1,2,female,33.0,0,2,26.0,S,Mrs,Unknown,0,3,0,2,13.0
508,1,1,male,40.0,0,0,26.55,S,Mr,Unknown,0,1,1,1,26.55
509,0,3,male,28.0,0,0,22.525,S,Mr,Unknown,0,1,1,1,22.525
510,1,3,male,26.0,0,0,56.4958,S,Mr,Unknown,0,1,1,7,8.070828571428573
511,1,3,male,29.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
512,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
513,1,1,male,36.0,0,0,26.2875,S,Mr,E,1,1,1,1,26.2875
514,1,1,female,54.0,1,0,59.4,C,Mrs,Unknown,0,2,0,1,59.4
515,0,3,male,24.0,0,0,7.4958,S,Mr,Unknown,0,1,1,1,7.4958
516,0,1,male,47.0,0,0,34.0208,S,Mr,D,1,1,1,1,34.0208
517,1,2,female,34.0,0,0,10.5,S,Mrs,F,1,1,1,1,10.5
518,0,3,male,26.0,0,0,24.15,Q,Mr,Unknown,0,1,1,3,8.049999999999999
519,1,2,female,36.0,1,0,26.0,S,Mrs,Unknown,0,2,0,1,26.0
520,0,3,male,32.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
521,1,1,female,30.0,0,0,93.5,S,Miss,B,1,1,1,2,46.75
522,0,3,male,22.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
523,0,3,male,26.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
524,1,1,female,44.0,0,1,57.9792,C,Mrs,B,1,2,0,2,28.9896
525,0,3,male,26.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
526,0,3,male,40.5,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
527,1,2,female,50.0,0,0,10.5,S,Miss,Unknown,0,1,1,1,10.5
529,0,3,male,39.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
530,0,2,male,23.0,2,1,11.5,S,Mr,Unknown,0,4,0,1,11.5
531,1,2,female,2.0,1,1,26.0,S,Miss,Unknown,0,3,0,2,13.0
532,0,3,male,26.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
533,0,3,male,17.0,1,1,7.2292,C,Mr,Unknown,0,3,0,1,7.2292
534,1,3,female,31.0,0,2,22.3583,C,Mrs,Unknown,0,3,0,2,11.17915
535,0,3,female,30.0,0,0,8.6625,S,Miss,Unknown,0,1,1,1,8.6625
536,1,2,female,7.0,0,2,26.25,S,Miss,Unknown,0,3,0,3,8.75
537,0,1,male,45.0,0,0,26.55,S,Rare,B,1,1,1,1,26.55
539,0,3,male,26.0,0,0,14.5,S,Mr,Unknown,0,1,1,1,14.5
540,1,1,female,22.0,0,2,49.5,C,Miss,B,1,3,0,1,49.5
541,1,1,female,36.0,0,2,71.0,S,Miss,B,1,3,0,2,35.5
542,0,3,female,9.0,4,2,31.275,S,Miss,Unknown,0,7,0,7,4.4678571428571425
543,0,3,female,11.0,4,2,31.275,S,Miss,Unknown,0,7,0,7,4.4678571428571425
544,1,2,male,32.0,1,0,26.0,S,Mr,Unknown,0,2,0,2,13.0
546,0,1,male,64.0,0,0,26.0,S,Mr,Unknown,0,1,1,1,26.0
547,1,2,female,19.0,1,0,26.0,S,Mrs,Unknown,0,2,0,2,13.0
548,1,2,male,31.0,0,0,13.8625,C,Mr,Unknown,0,1,1,1,13.8625
549,0,3,male,33.0,1,1,20.525,S,Mr,Unknown,0,3,0,3,6.841666666666666
550,1,2,male,8.0,1,1,36.75,S,Master,Unknown,0,3,0,2,18.375
552,0,2,male,27.0,0,0,26.0,S,Mr,Unknown,0,1,1,1,26.0
553,0,3,male,26.0,0,0,7.8292,Q,Mr,Unknown,0,1,1,1,7.8292
554,1,3,male,22.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
555,1,3,female,22.0,0,0,7.775,S,Miss,Unknown,0,1,1,1,7.775
556,0,1,male,62.0,0,0,26.55,S,Mr,Unknown,0,1,1,1,26.55
557,1,1,female,48.0,1,0,39.6,C,Rare,A,1,2,0,1,39.6
559,1,1,female,39.0,1,1,79.65,S,Mrs,E,1,3,0,3,26.55
560,1,3,female,36.0,1,0,17.4,S,Mrs,Unknown,0,2,0,1,17.4
561,0,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
562,0,3,male,40.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
563,0,2,male,28.0,0,0,13.5,S,Mr,Unknown,0,1,1,1,13.5
564,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
565,0,3,female,18.0,0,0,8.05,S,Miss,Unknown,0,1,1,1,8.05
566,0,3,male,24.0,2,0,24.15,S,Mr,Unknown,0,3,0,2,12.075
567,0,3,male,19.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
568,0,3,female,29.0,0,4,21.075,S,Mrs,Unknown,0,5,0,4,5.26875
569,0,3,male,26.0,0,0,7.2292,C,Mr,Unknown,0,1,1,1,7.2292
570,1,3,male,32.0,0,0,7.8542,S,Mr,Unknown,0,1,1,1,7.8542
571,1,2,male,62.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
572,1,1,female,53.0,2,0,51.4792,S,Mrs,C,1,3,0,1,51.4792
573,1,1,male,36.0,0,0,26.3875,S,Mr,E,1,1,1,1,26.3875
574,1,3,female,18.0,0,0,7.75,Q,Miss,Unknown,0,1,1,1,7.75
575,0,3,male,16.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
576,0,3,male,19.0,0,0,14.5,S,Mr,Unknown,0,1,1,2,7.25
577,1,2,female,34.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
578,1,1,female,39.0,1,0,55.9,S,Mrs,E,1,2,0,2,27.95
579,0,3,female,31.0,1,0,14.4583,C,Mrs,Unknown,0,2,0,1,14.4583
580,1,3,male,32.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
581,1,2,female,25.0,1,1,30.0,S,Miss,Unknown,0,3,0,1,30.0
583,0,2,male,54.0,0,0,26.0,S,Mr,Unknown,0,1,1,2,13.0
584,0,1,male,36.0,0,0,40.125,C,Mr,A,1,1,1,1,40.125
585,0,3,male,26.0,0,0,8.7125,C,Mr,Unknown,0,1,1,1,8.7125
586,1,1,female,18.0,0,2,79.65,S,Miss,E,1,3,0,3,26.55
587,0,2,male,47.0,0,0,15.0,S,Mr,Unknown,0,1,1,1,15.0
588,1,1,male,60.0,1,1,79.2,C,Mr,B,1,3,0,1,79.2
589,0,3,male,22.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
590,0,3,male,26.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
591,0,3,male,35.0,0,0,7.125,S,Mr,Unknown,0,1,1,1,7.125
592,1,1,female,52.0,1,0,78.2667,C,Mrs,D,1,2,0,2,39.13335
593,0,3,male,47.0,0,0,7.25,S,Mr,Unknown,0,1,1,1,7.25
594,0,3,female,18.0,0,2,7.75,Q,Miss,Unknown,0,3,0,1,7.75
595,0,2,male,37.0,1,0,26.0,S,Mr,Unknown,0,2,0,1,26.0
596,0,3,male,36.0,1,1,24.15,S,Mr,Unknown,0,3,0,3,8.049999999999999
597,1,2,female,24.0,0,0,33.0,S,Miss,Unknown,0,1,1,3,11.0
598,0,3,male,49.0,0,0,0.0,S,Mr,Unknown,0,1,1,4,0.0
599,0,3,male,26.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
600,1,1,male,49.0,1,0,56.9292,C,Rare,A,1,2,0,2,28.4646
601,1,2,female,24.0,2,1,27.0,S,Mrs,Unknown,0,4,0,2,13.5
602,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
603,0,1,male,40.0,0,0,42.4,S,Mr,Unknown,0,1,1,1,42.4
604,0,3,male,44.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
605,1,1,male,35.0,0,0,26.55,C,Mr,Unknown,0,1,1,1,26.55
606,0,3,male,36.0,1,0,15.55,S,Mr,Unknown,0,2,0,1,15.55
607,0,3,male,30.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
608,1,1,male,27.0,0,0,30.5,S,Mr,Unknown,0,1,1,1,30.5
609,1,2,female,22.0,1,2,41.5792,C,Mrs,Unknown,0,4,0,3,13.859733333333333
611,0,3,female,39.0,1,5,31.275,S,Mrs,Unknown,0,7,0,7,4.4678571428571425
612,0,3,male,26.0,0,0,7.05,S,Mr,Unknown,0,1,1,1,7.05
613,1,3,female,18.0,1,0,15.5,Q,Miss,Unknown,0,2,0,2,7.75
614,0,3,male,26.0,0,0,7.75,Q,Mr,Unknown,0,1,1,1,7.75
615,0,3,male,35.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
616,1,2,female,24.0,1,2,65.0,S,Miss,Unknown,0,4,0,2,32.5
617,0,3,male,34.0,1,1,14.4,S,Mr,Unknown,0,3,0,2,7.2
618,0,3,female,26.0,1,0,16.1,S,Mrs,Unknown,0,2,0,2,8.05
619,1,2,female,4.0,2,1,39.0,S,Miss,F,1,4,0,2,19.5
620,0,2,male,26.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
621,0,3,male,27.0,1,0,14.4542,C,Mr,Unknown,0,2,0,2,7.2271
622,1,1,male,42.0,1,0,52.5542,S,Mr,D,1,2,0,1,52.5542
623,1,3,male,20.0,1,1,15.7417,C,Mr,Unknown,0,3,0,2,7.87085
624,0,3,male,21.0,0,0,7.8542,S,Mr,Unknown,0,1,1,1,7.8542
625,0,3,male,21.0,0,0,16.1,S,Mr,Unknown,0,1,1,2,8.05
626,0,1,male,61.0,0,0,32.3208,S,Mr,D,1,1,1,1,32.3208
627,0,2,male,57.0,0,0,12.35,Q,Rare,Unknown,0,1,1,1,12.35
628,1,1,female,21.0,0,0,77.9583,S,Miss,D,1,1,1,3,25.986099999999997
629,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
630,0,3,male,26.0,0,0,7.7333,Q,Mr,Unknown,0,1,1,1,7.7333
631,1,1,male,80.0,0,0,30.0,S,Mr,A,1,1,1,1,30.0
632,0,3,male,51.0,0,0,7.0542,S,Mr,Unknown,0,1,1,1,7.0542
633,1,1,male,32.0,0,0,30.5,C,Rare,B,1,1,1,1,30.5
634,0,1,male,40.0,0,0,0.0,S,Mr,Unknown,0,1,1,1,0.0
635,0,3,female,9.0,3,2,27.9,S,Miss,Unknown,0,6,0,6,4.6499999999999995
636,1,2,female,28.0,0,0,13.0,S,Miss,Unknown,0,1,1,1,13.0
637,0,3,male,32.0,0,0,7.925,S,Mr,Unknown,0,1,1,1,7.925
638,0,2,male,31.0,1,1,26.25,S,Mr,Unknown,0,3,0,3,8.75
639,0,3,female,41.0,0,5,39.6875,S,Mrs,Unknown,0,6,0,6,6.614583333333333
640,0,3,male,26.0,1,0,16.1,S,Mr,Unknown,0,2,0,2,8.05
641,0,3,male,20.0,0,0,7.8542,S,Mr,Unknown,0,1,1,1,7.8542
642,1,1,female,24.0,0,0,69.3,C,Miss,B,1,1,1,2,34.65
643,0,3,female,2.0,3,2,27.9,S,Miss,Unknown,0,6,0,6,4.6499999999999995
644,1,3,male,26.0,0,0,56.4958,S,Mr,Unknown,0,1,1,7,8.070828571428573
645,1,3,female,0.75,2,1,19.2583,C,Miss,Unknown,0,4,0,4,4.814575
646,1,1,male,48.0,1,0,76.7292,C,Mr,D,1,2,0,3,25.576400000000003
647,0,3,male,19.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
648,1,1,male,56.0,0,0,35.5,C,Rare,A,1,1,1,1,35.5
649,0,3,male,26.0,0,0,7.55,S,Mr,Unknown,0,1,1,1,7.55
650,1,3,female,23.0,0,0,7.55,S,Miss,Unknown,0,1,1,1,7.55
651,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
652,1,2,female,18.0,0,1,23.0,S,Miss,Unknown,0,2,0,2,11.5
653,0,3,male,21.0,0,0,8.4333,S,Mr,Unknown,0,1,1,1,8.4333
654,1,3,female,18.0,0,0,7.8292,Q,Miss,Unknown,0,1,1,1,7.8292
655,0,3,female,18.0,0,0,6.75,Q,Miss,Unknown,0,1,1,1,6.75
656,0,2,male,24.0,2,0,73.5,S,Mr,Unknown,0,3,0,5,14.7
657,0,3,male,26.0,0,0,7.8958,S,Mr,Unknown,0,1,1,1,7.8958
658,0,3,female,32.0,1,1,15.5,Q,Mrs,Unknown,0,3,0,2,7.75
659,0,2,male,23.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
662,0,3,male,40.0,0,0,7.225,C,Mr,Unknown,0,1,1,1,7.225
663,0,1,male,47.0,0,0,25.5875,S,Mr,E,1,1,1,1,25.5875
664,0,3,male,36.0,0,0,7.4958,S,Mr,Unknown,0,1,1,1,7.4958
665,1,3,male,20.0,1,0,7.925,S,Mr,Unknown,0,2,0,1,7.925
666,0,2,male,32.0,2,0,73.5,S,Mr,Unknown,0,3,0,5,14.7
667,0,2,male,25.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
668,0,3,male,26.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
669,0,3,male,43.0,0,0,8.05,S,Mr,Unknown,0,1,1,1,8.05
670,1,1,female,40.0,1,0,52.0,S,Mrs,C,1,2,0,2,26.0
671,1,2,female,40.0,1,1,39.0,S,Mrs,Unknown,0,3,0,2,19.5
672,0,1,male,31.0,1,0,52.0,S,Mr,B,1,2,0,1,52.0
673,0,2,male,70.0,0,0,10.5,S,Mr,Unknown,0,1,1,1,10.5
674,1,2,male,31.0,0,0,13.0,S,Mr,Unknown,0,1,1,1,13.0
675,0,2,male,31.0,0,0,0.0,S,Mr,Unknown,0,1,1,1,0.0
676,0,3,male,18.0,0,0,7.775,S,Mr,Unknown,0,1,1,1,7.775
